chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr5	40826497	40826593	CID_2250549	13	-	14	40826574	chr5	40826523	40826586	CID_1594914	6	7	40826581	63	RPL37	UTR3
chr5	40834292	40834359	CID_2250587	5	-	17	40834300	chr5	40834292	40834339	CID_1594952	6	15	40834299	47	RPL37	CDS
chr5	40834581	40834708	CID_2250589	94	-	123	40834624	chr5	40834574	40834700	CID_1594954	46	66	40834624	119	RPL37	CDS
chr5	40835285	40835328	CID_2250591	18	-	21	40835303	chr5	40835285	40835336	CID_1594955	12	16	40835312	43	RPL37	start
chr5	42804817	42804844	CID_2251901	15	-	24	42804830	chr5	42804817	42804860	CID_1595848	6	13	42804825	27	SEPP1	CDS
chr5	42807102	42807148	CID_2251910	5	-	11	42807107	chr5	42807102	42807147	CID_1595851	5	8	42807115	45	SEPP1	CDS
chr5	42807152	42807178	CID_2251911	7	-	10	42807155	chr5	42807152	42807174	CID_1595852	7	10	42807162	22	SEPP1	CDS
chr5	43446389	43446473	CID_2252455	16	-	22	43446408	chr5	43446389	43446459	CID_1596265	5	7	43446410	70	C5orf28	CDS
chr5	43547967	43548005	CID_2252577	12	-	20	43547979	chr5	43547973	43548014	CID_1596362	2	7	43547975	32	PAIP1	CDS
chr5	43704372	43704455	CID_2252763	25	+	31	43704406	chr5	43704394	43704445	CID_1596500	11	17	43704406	51	NNT	CDS
chr5	44812023	44812096	CID_2253409	27	+	37	44812080	chr5	44812048	44812096	CID_1596941	7	9	44812080	48	MRPS30	CDS
chr5	49695013	49695086	CID_2254658	6	-	10	49695083	chr5	49695035	49695113	CID_1597753	7	9	49695080	51	EMB	UTR3
chr5	49699066	49699219	CID_2254662	13	-	25	49699185	chr5	49699142	49699219	CID_1597758	12	15	49699185	77	EMB	CDS
chr5	49699229	49699267	CID_2254663	7	-	9	49699240	chr5	49699234	49699267	CID_1597759	6	7	49699240	33	EMB	CDS
chr5	49723982	49724026	CID_2254686	5	-	7	49724003	chr5	49723978	49724019	CID_1597777	6	8	49724003	37	EMB	start
chr5	52370894	52370941	CID_2256331	15	+	19	52370914	chr5	52370893	52370936	CID_1598911	6	8	52370914	42	ITGA2	CDS
chr5	52371065	52371108	CID_2256338	8	+	15	52371097	chr5	52371086	52371108	CID_1598913	4	5	52371097	22	ITGA2	CDS
chr5	54635951	54636010	CID_2258006	4	+	5	54635993	chr5	54635956	54636003	CID_1600065	7	7	54635995	47	SKIV2L2	CDS
chr5	54696177	54696202	CID_2258065	6	+	6	54696188	chr5	54696177	54696202	CID_1600098	2	5	54696180	25	SKIV2L2	CDS
chr5	54922411	54922487	CID_2258266	12	-	21	54922424	chr5	54922411	54922455	CID_1600237	10	14	54922423	44	SLC38A9	UTR3
chr5	54923760	54923808	CID_2258270	14	-	22	54923787	chr5	54923762	54923808	CID_1600239	9	9	54923781	46	SLC38A9	UTR3
chr5	54929624	54929651	CID_2258272	6	-	7	54929648	chr5	54929622	54929651	CID_1600244	4	7	54929638	27	SLC38A9	UTR3
chr5	54948357	54948447	CID_2258288	23	-	37	54948375	chr5	54948357	54948422	CID_1600258	15	22	54948376	65	SLC38A9	CDS
chr5	55237351	55237424	CID_2258495	19	-	21	55237407	chr5	55237383	55237424	CID_1600403	8	9	55237407	41	IL6ST	UTR3
chr5	55247292	55247327	CID_2258509	18	-	20	55247304	chr5	55247296	55247318	CID_1600418	8	11	55247304	22	IL6ST	UTR3
chr5	55248081	55248157	CID_2258515	14	-	15	55248087	chr5	55248081	55248134	CID_1600424	3	6	55248087	53	IL6ST	UTR3
chr5	55278558	55278593	CID_2258562	24	-	36	55278575	chr5	55278558	55278593	CID_1600455	17	31	55278570	35	IL6ST	UTR5
chr5	56177976	56178019	CID_2259243	72	+	78	56178000	chr5	56177977	56178019	CID_1600906	24	31	56178002	42	MAP3K1	CDS
chr5	60050394	60050431	CID_2261948	9	-	10	60050399	chr5	60050396	60050431	CID_1602667	6	8	60050399	35	ELOVL7	UTR3
chr5	60053339	60053475	CID_2261954	40	-	52	60053402	chr5	60053378	60053475	CID_1602674	22	28	60053402	97	ELOVL7	CDS
chr5	60062406	60062453	CID_2261964	51	-	64	60062429	chr5	60062401	60062453	CID_1602679	32	42	60062428	47	ELOVL7	CDS
chr5	60063658	60063730	CID_2261966	22	-	33	60063695	chr5	60063658	60063730	CID_1602681	12	15	60063695	72	ELOVL7	CDS
chr5	61602259	61602294	CID_2263249	7	+	8	61602280	chr5	61602251	61602291	CID_1603599	4	5	61602280	32	KIF2A	UTR5
chr5	61643875	61643977	CID_2263298	58	+	87	61643900	chr5	61643875	61643971	CID_1603630	31	47	61643900	96	KIF2A	CDS
chr5	61659599	61659637	CID_2263317	6	+	6	61659625	chr5	61659580	61659633	CID_1603650	6	8	61659625	34	KIF2A	CDS
chr5	64824785	64824813	CID_2265441	10	-	10	64824795	chr5	64824785	64824813	CID_1605082	6	7	64824795	28	CENPK	CDS
chr5	65077141	65077201	CID_2265687	13	+	18	65077148	chr5	65077141	65077182	CID_1605273	12	20	65077148	41	NLN	CDS
chr5	65322160	65322181	CID_2265895	6	+	7	65322178	chr5	65322160	65322183	CID_1605435	4	6	65322178	21	ERBB2IP	CDS
chr5	68413179	68413222	CID_2268212	14	+	16	68413211	chr5	68413189	68413228	CID_1606943	9	12	68413210	33	SLC30A5	CDS
chr5	68414335	68414419	CID_2268213	39	+	48	68414361	chr5	68414327	68414386	CID_1606944	9	17	68414361	51	SLC30A5	CDS
chr5	68462997	68463075	CID_2268266	5	+	9	68463014	chr5	68462992	68463063	CID_1606978	3	6	68463007	66	CCNB1	UTR5
chr5	68467095	68467148	CID_2268278	20	+	29	68467121	chr5	68467101	68467178	CID_1606989	7	9	68467121	47	CCNB1	CDS
chr5	68470076	68470136	CID_2268283	6	+	8	68470101	chr5	68470091	68470126	CID_1606990	3	6	68470101	35	CCNB1	CDS
chr5	68470863	68470931	CID_2268289	29	+	40	68470891	chr5	68470871	68470931	CID_1606996	12	15	68470891	60	CCNB1	CDS
chr5	68505624	68505710	CID_2268334	144	+	210	68505676	chr5	68505631	68505719	CID_1607031	85	133	68505676	79	CENPH	stop
chr5	68647831	68647874	CID_2268481	13	-	14	68647856	chr5	68647831	68647878	CID_1607141	3	5	68647847	43	TAF9	UTR3
chr5	68716000	68716096	CID_2268587	32	+	43	68716014	chr5	68716000	68716089	CID_1607207	15	22	68716020	89	MARVELD2	CDS
chr5	68716141	68716184	CID_2268588	5	+	8	68716153	chr5	68716141	68716202	CID_1607209	5	13	68716153	43	MARVELD2	CDS
chr5	68728429	68728505	CID_2268596	31	+	47	68728468	chr5	68728436	68728492	CID_1607222	15	23	68728468	56	MARVELD2	CDS
chr5	68809869	68809925	CID_2268683	6	+	10	68809885	chr5	68809842	68809907	CID_1607297	3	8	68809883	38	OCLN	UTR5
chr5	68840861	68840946	CID_2268705	20	+	23	68840896	chr5	68840880	68840930	CID_1607309	4	6	68840904	50	OCLN	CDS
chr5	68875628	68875690	CID_2268762	7	+	13	68875644	chr5	68875625	68875690	CID_1607350	7	15	68875647	62	GTF2H2C	CDS
chr5	70754534	70754563	CID_2269846	4	+	9	70754535	chr5	70754534	70754563	CID_1608137	9	9	70754535	29	BDP1	UTR5
chr5	70954087	70954168	CID_2270046	723	+	806	70954122	chr5	70954070	70954157	CID_1608287	672	796	70954122	70	MCCC2	UTR3
chr5	71411521	71411620	CID_2270343	56	+	127	71411585	chr5	71411567	71411626	CID_1608532	23	52	71411585	53	MAP1B	CDS
chr5	71479571	71479601	CID_2270399	4	+	7	71479578	chr5	71479571	71479605	CID_1608591	7	9	71479582	30	MAP1B	CDS
chr5	71489764	71489842	CID_2270413	80	+	96	71489807	chr5	71489767	71489842	CID_1608600	55	64	71489807	75	MAP1B	CDS
chr5	71490196	71490251	CID_2270418	4	+	5	71490230	chr5	71490196	71490245	CID_1608604	5	10	71490237	49	MAP1B	CDS
chr5	71490402	71490443	CID_2270421	4	+	8	71490415	chr5	71490402	71490446	CID_1608606	5	8	71490410	41	MAP1B	CDS
chr5	71494137	71494251	CID_2270464	9	+	18	71494150	chr5	71494132	71494275	CID_1608651	14	15	71494150	114	MAP1B	CDS
chr5	71494624	71494652	CID_2270466	12	+	15	71494638	chr5	71494624	71494661	CID_1608655	12	17	71494636	28	MAP1B	CDS
chr5	71501076	71501169	CID_2270505	7	+	16	71501092	chr5	71501080	71501145	CID_1608682	3	6	71501092	65	MAP1B	UTR3
chr5	71504569	71504679	CID_2270549	14	+	17	71504583	chr5	71504569	71504663	CID_1608720	13	15	71504583	94	MAP1B	UTR3
chr5	71529980	71530023	CID_2270598	12	-	16	71529983	chr5	71529980	71530023	CID_1608758	5	5	71529989	43	MRPS27	CDS
chr5	72151704	72151747	CID_2271109	5	+	7	72151709	chr5	72151704	72151747	CID_1609092	2	5	72151718	43	TNPO1	CDS
chr5	72161490	72161536	CID_2271117	2	+	10	72161507	chr5	72161490	72161527	CID_1609103	9	12	72161510	37	TNPO1	CDS
chr5	72364551	72364581	CID_2271325	10	+	13	72364563	chr5	72364547	72364578	CID_1609238	5	6	72364553	27	FCHO2	CDS
chr5	72794275	72794434	CID_2271793	74	+	94	72794369	chr5	72794254	72794435	CID_1609541	73	104	72794369	159	BTF3	UTR5
chr5	72794493	72794531	CID_2271796	5	+	6	72794525	chr5	72794486	72794531	CID_1609542	6	8	72794525	38	BTF3	start
chr5	72798348	72798390	CID_2271801	26	+	32	72798378	chr5	72798353	72798415	CID_1609546	12	18	72798378	37	BTF3	CDS
chr5	72798769	72798842	CID_2271803	155	+	183	72798826	chr5	72798764	72798842	CID_1609547	69	91	72798826	73	BTF3	CDS
chr5	72801186	72801302	CID_2271809	50	+	66	72801232	chr5	72801172	72801313	CID_1609554	22	32	72801232	116	BTF3	UTR3
chr5	72857072	72857106	CID_2271872	5	-	10	72857100	chr5	72857072	72857106	CID_1609588	5	5	72857090	34	ANKRA2	CDS
chr5	72864273	72864327	CID_2271888	5	+	11	72864297	chr5	72864273	72864302	CID_1609601	5	9	72864288	29	UTP15	UTR5
chr5	73981278	73981384	CID_2272767	46	+	77	73981316	chr5	73981278	73981381	CID_1610200	44	69	73981314	103	HEXB	UTR5
chr5	73989482	73989527	CID_2272777	14	+	18	73989513	chr5	73989465	73989527	CID_1610209	13	15	73989513	45	HEXB	UTR5
chr5	74001093	74001146	CID_2272793	21	+	30	74001111	chr5	74001096	74001143	CID_1610218	20	22	74001111	47	HEXB	CDS
chr5	74009329	74009460	CID_2272799	35	+	51	74009440	chr5	74009333	74009465	CID_1610224	33	47	74009440	127	HEXB	CDS
chr5	74011335	74011512	CID_2272800	219	+	354	74011397	chr5	74011340	74011512	CID_1610225	182	274	74011397	172	HEXB	CDS
chr5	74012414	74012464	CID_2272801	36	+	46	74012428	chr5	74012414	74012499	CID_1610226	58	79	74012428	50	HEXB	CDS
chr5	74016253	74016343	CID_2272809	16	+	40	74016274	chr5	74016253	74016343	CID_1610232	16	29	74016273	90	HEXB	UTR5
chr5	74016468	74016529	CID_2272810	14	+	20	74016484	chr5	74016469	74016563	CID_1610234	18	26	74016485	60	HEXB	start
chr5	74017020	74017062	CID_2272815	31	+	37	74017035	chr5	74016998	74017062	CID_1610237	17	22	74017035	42	HEXB	UTR3
chr5	74021475	74021547	CID_2272831	11	-	14	74021494	chr5	74021475	74021567	CID_1610243	6	8	74021500	72	GFM2	CDS
chr5	74069774	74069807	CID_2272887	6	+	10	74069775	chr5	74069766	74069807	CID_1610286	5	8	74069782	33	NSA2	CDS
chr5	74137370	74137395	CID_2272965	9	-	9	74137372	chr5	74137370	74137391	CID_1610346	3	5	74137373	21	FAM169A	CDS
chr5	74646614	74646683	CID_2273299	12	+	22	74646626	chr5	74646614	74646683	CID_1610557	5	12	74646626	69	HMGCR	CDS
chr5	74646894	74647037	CID_2273301	255	+	372	74646988	chr5	74646897	74647023	CID_1610560	96	141	74646988	126	HMGCR	CDS
chr5	74872606	74872656	CID_2273498	8	+	9	74872641	chr5	74872624	74872656	CID_1610694	5	8	74872641	32	POLK	CDS
chr5	74877157	74877189	CID_2273506	11	+	13	74877174	chr5	74877157	74877189	CID_1610697	6	10	74877166	32	POLK	CDS
chr5	75969383	75969412	CID_2274332	9	+	10	75969396	chr5	75969378	75969412	CID_1611271	3	6	75969396	29	IQGAP2	CDS
chr5	76129540	76129609	CID_2274458	16	+	19	76129598	chr5	76129540	76129653	CID_1611387	7	9	76129598	69	F2RL1	CDS
chr5	76372100	76372134	CID_2274663	12	-	13	76372127	chr5	76372086	76372145	CID_1611535	9	9	76372127	34	ZBED3	UTR3
chr5	77423906	77423978	CID_2275646	12	-	15	77423946	chr5	77423920	77423962	CID_1612241	6	10	77423949	42	AP3B1	CDS
chr5	77473172	77473230	CID_2275676	9	-	9	77473183	chr5	77473172	77473236	CID_1612271	5	6	77473183	58	AP3B1	CDS
chr5	79279504	79279538	CID_2277179	4	-	5	79279533	chr5	79279508	79279538	CID_1613376	2	5	79279526	30	MTX3	stop
chr5	79351628	79351750	CID_2277250	10	+	13	79351645	chr5	79351628	79351739	CID_1613430	7	12	79351644	111	THBS4	CDS
chr5	79351756	79351826	CID_2277251	9	+	18	79351767	chr5	79351742	79351837	CID_1613431	8	13	79351768	70	THBS4	CDS
chr5	79354534	79354595	CID_2277256	18	+	22	79354568	chr5	79354534	79354605	CID_1613432	14	19	79354578	61	THBS4	CDS
chr5	79361266	79361300	CID_2277268	8	+	10	79361285	chr5	79361266	79361300	CID_1613439	4	5	79361279	34	THBS4	CDS
chr5	79366131	79366165	CID_2277275	6	+	9	79366140	chr5	79366131	79366163	CID_1613445	4	6	79366139	32	THBS4	CDS
chr5	79368164	79368206	CID_2277286	7	+	9	79368170	chr5	79368161	79368219	CID_1613452	6	8	79368172	42	THBS4	CDS
chr5	79372680	79372775	CID_2277293	5	+	9	79372760	chr5	79372678	79372781	CID_1613459	6	11	79372760	95	THBS4	CDS
chr5	79441939	79442001	CID_2277375	35	-	53	79441972	chr5	79441953	79441994	CID_1613507	13	18	79441966	41	SERINC5	CDS
chr5	80501461	80501509	CID_2278314	28	+	40	80501480	chr5	80501462	80501509	CID_1614177	8	12	80501474	47	RASGRF2	CDS
chr5	81570094	81570296	CID_2279085	41	-	48	81570120	chr5	81570070	81570296	CID_1614752	33	42	81570120	202	RPS23	UTR3
chr5	81570902	81570954	CID_2279093	7	-	10	81570914	chr5	81570888	81570965	CID_1614758	8	10	81570908	52	RPS23	UTR3
chr5	81571763	81572073	CID_2279107	129	-	171	81572068	chr5	81571907	81572073	CID_1614769	73	89	81572068	166	RPS23	stop
chr5	81572217	81572273	CID_2279109	78	-	96	81572219	chr5	81572219	81572273	CID_1614771	50	73	81572219	54	RPS23	CDS
chr5	81573519	81573591	CID_2279113	32	-	60	81573580	chr5	81573514	81573591	CID_1614775	21	37	81573582	72	RPS23	CDS
chr5	81573624	81573670	CID_2279116	89	-	100	81573648	chr5	81573598	81573670	CID_1614776	61	71	81573648	46	RPS23	CDS
chr5	82352662	82352750	CID_2279641	5	-	6	82352669	chr5	82352662	82352707	CID_1615159	6	6	82352669	45	TMEM167A	UTR3
chr5	82786081	82786168	CID_2279931	39	+	48	82786134	chr5	82786085	82786168	CID_1615362	23	27	82786134	83	VCAN	CDS
chr5	82789623	82789750	CID_2279938	66	+	84	82789695	chr5	82789646	82789750	CID_1615368	23	42	82789695	104	VCAN	CDS
chr5	82807930	82808081	CID_2279954	57	+	76	82808020	chr5	82807997	82808158	CID_1615372	41	52	82808020	84	VCAN	CDS
chr5	82815348	82815507	CID_2279961	48	+	78	82815392	chr5	82815339	82815436	CID_1615383	13	23	82815392	88	VCAN	CDS
chr5	82815597	82815788	CID_2279963	46	+	64	82815662	chr5	82815597	82815719	CID_1615387	25	39	82815662	122	VCAN	CDS
chr5	82816107	82816165	CID_2279968	44	+	64	82816151	chr5	82816091	82816160	CID_1615391	30	43	82816151	53	VCAN	CDS
chr5	82816284	82816390	CID_2279970	54	+	72	82816315	chr5	82816284	82816390	CID_1615394	29	45	82816315	106	VCAN	CDS
chr5	82816548	82816633	CID_2279975	34	+	49	82816600	chr5	82816574	82816642	CID_1615398	26	37	82816600	59	VCAN	CDS
chr5	82816914	82816988	CID_2279978	35	+	43	82816952	chr5	82816886	82816988	CID_1615401	29	37	82816943	74	VCAN	CDS
chr5	82817012	82817108	CID_2279980	9	+	12	82817043	chr5	82817012	82817065	CID_1615402	6	11	82817037	53	VCAN	CDS
chr5	82817871	82817939	CID_2279990	38	+	47	82817897	chr5	82817871	82817932	CID_1615413	17	31	82817895	61	VCAN	CDS
chr5	82833553	82833645	CID_2280011	79	+	105	82833570	chr5	82833510	82833675	CID_1615436	49	80	82833578	92	VCAN	CDS
chr5	82833708	82833805	CID_2280013	36	+	50	82833734	chr5	82833710	82833805	CID_1615438	27	35	82833735	95	VCAN	CDS
chr5	82833808	82833934	CID_2280014	60	+	85	82833896	chr5	82833862	82833934	CID_1615440	14	29	82833887	72	VCAN	CDS
chr5	82835034	82835126	CID_2280018	120	+	151	82835084	chr5	82835055	82835138	CID_1615448	82	102	82835084	71	VCAN	CDS
chr5	82835160	82835306	CID_2280019	219	+	291	82835203	chr5	82835160	82835327	CID_1615449	121	166	82835203	146	VCAN	CDS
chr5	82837440	82837553	CID_2280025	98	+	142	82837482	chr5	82837440	82837553	CID_1615459	46	71	82837482	113	VCAN	CDS
chr5	82837557	82837601	CID_2280026	16	+	19	82837581	chr5	82837557	82837601	CID_1615460	7	10	82837583	44	VCAN	CDS
chr5	82841357	82841469	CID_2280030	28	+	43	82841373	chr5	82841357	82841469	CID_1615466	13	26	82841373	112	VCAN	CDS
chr5	82843790	82843840	CID_2280032	21	+	33	82843800	chr5	82843799	82843840	CID_1615468	9	18	82843802	41	VCAN	CDS
chr5	82843843	82843903	CID_2280035	33	+	49	82843854	chr5	82843845	82843903	CID_1615471	23	27	82843847	58	VCAN	CDS
chr5	82849191	82849331	CID_2280038	63	+	79	82849214	chr5	82849183	82849331	CID_1615473	45	58	82849214	140	VCAN	CDS
chr5	82868235	82868313	CID_2280056	4	+	7	82868275	chr5	82868266	82868308	CID_1615483	9	10	82868275	42	VCAN	CDS
chr5	82876924	82876947	CID_2280072	9	+	11	82876926	chr5	82876924	82876956	CID_1615498	8	10	82876925	23	VCAN	UTR3
chr5	83239194	83239242	CID_2280311	19	-	23	83239204	chr5	83239194	83239230	CID_1615668	12	16	83239203	36	EDIL3	stop
chr5	83239299	83239376	CID_2280314	11	-	20	83239324	chr5	83239320	83239368	CID_1615672	7	14	83239324	48	EDIL3	CDS
chr5	83259034	83259178	CID_2280333	52	-	78	83259140	chr5	83259087	83259178	CID_1615681	48	58	83259140	91	EDIL3	CDS
chr5	83356117	83356304	CID_2280396	59	-	91	83356224	chr5	83356166	83356303	CID_1615724	32	59	83356234	137	EDIL3	CDS
chr5	83360520	83360655	CID_2280398	344	-	427	83360618	chr5	83360520	83360653	CID_1615725	284	346	83360618	133	EDIL3	CDS
chr5	83433073	83433159	CID_2280444	12	-	16	83433094	chr5	83433078	83433159	CID_1615766	19	22	83433094	81	EDIL3	CDS
chr5	83476219	83476260	CID_2280472	10	-	11	83476223	chr5	83476219	83476260	CID_1615787	6	9	83476223	41	EDIL3	CDS
chr5	83549944	83550030	CID_2280508	12	-	16	83549975	chr5	83549944	83550003	CID_1615810	4	6	83549975	59	EDIL3	CDS
chr5	85913792	85913947	CID_2281810	42	+	58	85913849	chr5	85913785	85913874	CID_1616692	38	49	85913850	82	COX7C	start
chr5	85915215	85915287	CID_2281813	94	+	148	85915234	chr5	85915218	85915287	CID_1616697	57	88	85915234	69	COX7C	stop
chr5	85915289	85915313	CID_2281814	4	+	7	85915306	chr5	85915289	85915313	CID_1616698	6	7	85915297	24	COX7C	UTR3
chr5	85916354	85916386	CID_2281816	28	+	36	85916362	chr5	85916326	85916383	CID_1616700	24	34	85916362	29	MIR3607	UTR3
chr5	85916495	85916579	CID_2281817	25	+	32	85916542	chr5	85916495	85916576	CID_1616701	21	27	85916542	81	COX7C	UTR3
chr5	86703793	86703941	CID_2282325	57	-	69	86703841	chr5	86703793	86703878	CID_1617063	24	36	86703843	85	CCNH	CDS
chr5	87510598	87510660	CID_2282785	7	-	10	87510600	chr5	87510577	87510660	CID_1617404	5	7	87510593	62	TMEM161B	UTR5
chr5	87521611	87521655	CID_2282815	23	-	28	87521631	chr5	87521617	87521655	CID_1617424	7	9	87521631	38	TMEM161B	UTR5
chr5	87536639	87536676	CID_2282826	50	-	62	87536658	chr5	87536639	87536682	CID_1617434	20	29	87536656	37	TMEM161B	UTR5
chr5	89808119	89808194	CID_2284307	18	+	23	89808131	chr5	89808119	89808184	CID_1618437	3	13	89808133	65	POLR3G	UTR3
chr5	89913742	89913770	CID_2284396	12	+	13	89913745	chr5	89913742	89913770	CID_1618497	5	8	89913754	28	GPR98	CDS
chr5	89920997	89921020	CID_2284403	2	+	5	89921008	chr5	89920997	89921030	CID_1618502	6	6	89921006	23	GPR98	CDS
chr5	89930949	89930986	CID_2284429	4	+	6	89930959	chr5	89930946	89930980	CID_1618527	5	7	89930958	31	GPR98	CDS
chr5	89933690	89933716	CID_2284433	4	+	9	89933698	chr5	89933690	89933716	CID_1618532	5	5	89933698	26	GPR98	CDS
chr5	90398047	90398150	CID_2284784	4	+	6	90398059	chr5	90398036	90398103	CID_1618799	7	8	90398069	56	GPR98	CDS
chr5	92956228	92956346	CID_2286355	10	-	12	92956255	chr5	92956252	92956314	CID_1619902	7	7	92956255	62	FAM172A	UTR3
chr5	94861169	94861205	CID_2287604	8	-	12	94861180	chr5	94861166	94861195	CID_1620735	3	7	94861170	26	TTC37	CDS
chr5	94903719	94903753	CID_2287646	13	+	23	94903722	chr5	94903710	94903753	CID_1620774	4	8	94903722	34	ARSK	CDS
chr5	94918811	94918897	CID_2287655	119	+	170	94918873	chr5	94918853	94918897	CID_1620782	29	42	94918873	44	ARSK	CDS
chr5	94922327	94922359	CID_2287659	56	+	77	94922331	chr5	94922317	94922363	CID_1620784	32	46	94922331	32	ARSK	CDS
chr5	94936551	94936613	CID_2287668	15	+	22	94936588	chr5	94936551	94936603	CID_1620798	12	13	94936588	52	ARSK	CDS
chr5	94936684	94936744	CID_2287670	5	+	10	94936710	chr5	94936691	94936775	CID_1620800	6	11	94936716	53	ARSK	CDS
chr5	94988005	94988036	CID_2287721	2	+	5	94988010	chr5	94988005	94988036	CID_1620841	3	5	94988008	31	RFESD	UTR5
chr5	95072603	95072692	CID_2287798	7	+	11	95072632	chr5	95072603	95072653	CID_1620884	4	7	95072632	50	RHOBTB3	CDS
chr5	95091124	95091161	CID_2287821	6	+	7	95091155	chr5	95091124	95091166	CID_1620899	6	6	95091156	37	RHOBTB3	CDS
chr5	95103758	95103784	CID_2287841	7	+	7	95103767	chr5	95103750	95103783	CID_1620909	4	5	95103766	25	RHOBTB3	CDS
chr5	95103795	95103846	CID_2287842	12	+	18	95103811	chr5	95103788	95103821	CID_1620910	5	7	95103812	26	RHOBTB3	CDS
chr5	95124466	95124562	CID_2287881	32	+	49	95124519	chr5	95124466	95124562	CID_1620935	24	30	95124519	96	RHOBTB3	CDS
chr5	96108772	96108835	CID_2288653	16	+	20	96108780	chr5	96108765	96108835	CID_1621471	16	17	96108789	63	CAST	UTR3
chr5	96109633	96109681	CID_2288658	9	+	9	96109672	chr5	96109656	96109681	CID_1621480	3	5	96109672	25	CAST	UTR3
chr5	96111974	96112014	CID_2288673	3	-	5	96111975	chr5	96111964	96112014	CID_1621488	3	5	96111974	40	ERAP1	UTR3
chr5	96116143	96116166	CID_2288677	5	-	6	96116149	chr5	96116132	96116167	CID_1621495	7	10	96116149	23	ERAP1	CDS
chr5	96119654	96119714	CID_2288690	5	-	5	96119693	chr5	96119666	96119752	CID_1621502	5	7	96119685	48	ERAP1	CDS
chr5	96139127	96139190	CID_2288724	6	-	9	96139142	chr5	96139136	96139187	CID_1621529	2	5	96139144	51	ERAP1	CDS
chr5	96139524	96139623	CID_2288731	15	-	15	96139582	chr5	96139524	96139590	CID_1621534	10	12	96139582	66	ERAP1	CDS
chr5	96224976	96225008	CID_2288804	33	+	39	96224992	chr5	96224976	96225008	CID_1621594	40	50	96224992	32	ERAP2	CDS
chr5	96237979	96238053	CID_2288830	8	+	11	96237996	chr5	96237979	96238024	CID_1621611	4	6	96237997	45	ERAP2	CDS
chr5	96315520	96315579	CID_2288908	16	+	20	96315541	chr5	96315496	96315572	CID_1621676	6	8	96315541	52	LNPEP	CDS
chr5	96315602	96315675	CID_2288909	31	+	47	96315646	chr5	96315602	96315675	CID_1621678	17	24	96315650	73	LNPEP	CDS
chr5	96333725	96333817	CID_2288931	125	+	174	96333776	chr5	96333725	96333849	CID_1621700	48	81	96333784	92	LNPEP	CDS
chr5	96341831	96341930	CID_2288943	11	+	16	96341852	chr5	96341806	96341930	CID_1621708	10	22	96341852	99	LNPEP	CDS
chr5	96342131	96342219	CID_2288945	54	+	66	96342178	chr5	96342131	96342212	CID_1621709	17	24	96342185	81	LNPEP	CDS
chr5	96349410	96349534	CID_2288955	70	+	94	96349480	chr5	96349421	96349485	CID_1621717	6	7	96349480	64	LNPEP	CDS
chr5	96371008	96371059	CID_2289014	26	+	31	96371057	chr5	96371025	96371059	CID_1621767	22	26	96371057	34	LNPEP	UTR3
