gene_name	gene_id	annotation	tc_CDS	uniq_reads_CDS	cluster_count_CDS	tc_UTR3	uniq_reads_UTR3	cluster_count_UTR3	tc_UTR5	uniq_reads_UTR5	cluster_count_UTR5	tc_transcript	uniq_transcript	cluster_count_transcript
RALGAPB	ENSG00000170471.10	protein_coding	8.5	14.5	2	NA	NA	NA	NA	NA	NA	8.5	14.5	2
RNPEPL1	ENSG00000142327.7	protein_coding	NA	NA	NA	NA	NA	NA	8.5	9.5	1	8.5	9.5	1
RP11-54O7.14	ENSG00000242590.1	sense_intronic	NA	NA	NA	8.5	12.5	1	NA	NA	NA	8.5	12.5	1
RPRD2	ENSG00000163125.11	protein_coding	8.5	12	1	NA	NA	NA	NA	NA	NA	8.5	12	1
RPS6KA5	ENSG00000100784.5	protein_coding	8.5	10	1	NA	NA	NA	NA	NA	NA	8.5	10	1
RSL24D1	ENSG00000137876.5	protein_coding	NA	NA	NA	8.5	9.5	1	NA	NA	NA	8.5	9.5	1
SAMD1	ENSG00000141858.7	protein_coding	8.5	10	1	NA	NA	NA	NA	NA	NA	8.5	10	1
SCRN3	ENSG00000144306.9	protein_coding	8.5	9.5	1	NA	NA	NA	NA	NA	NA	8.5	9.5	1
SLC22A18	ENSG00000110628.9	protein_coding	8.5	10	1	NA	NA	NA	NA	NA	NA	8.5	10	1
SLC25A44	ENSG00000160785.9	protein_coding	NA	NA	NA	8.5	12.5	1	NA	NA	NA	8.5	12.5	1
SLC4A8	ENSG00000050438.12	protein_coding	8.5	12	1	NA	NA	NA	NA	NA	NA	8.5	12	1
SNORD14E	ENSG00000200879.1	snoRNA	8.5	11.5	1	NA	NA	NA	NA	NA	NA	8.5	11.5	1
SRRT	ENSG00000087087.14	protein_coding	8.5	12.5	1	NA	NA	NA	NA	NA	NA	8.5	12.5	1
STX16-NPEPL1	ENSG00000254995.4	protein_coding	NA	NA	NA	8.5	14.5	1	NA	NA	NA	8.5	14.5	1
SUPV3L1	ENSG00000156502.9	protein_coding	8.5	9.5	1	NA	NA	NA	NA	NA	NA	8.5	9.5	1
TBC1D9B	ENSG00000197226.8	protein_coding	8.5	15.5	1	NA	NA	NA	NA	NA	NA	8.5	15.5	1
TMEM80	ENSG00000177042.10	protein_coding	8.5	22	1	NA	NA	NA	NA	NA	NA	8.5	22	1
TOMM40	ENSG00000130204.8	protein_coding	NA	NA	NA	8.5	9.5	1	NA	NA	NA	8.5	9.5	1
TSFM	ENSG00000123297.12	protein_coding	8.5	10.5	1	NA	NA	NA	NA	NA	NA	8.5	10.5	1
TUBGCP3	ENSG00000126216.8	protein_coding	8.5	13.5	1	NA	NA	NA	NA	NA	NA	8.5	13.5	1
USB1	ENSG00000103005.7	protein_coding	NA	NA	NA	8.5	9	1	NA	NA	NA	8.5	9	1
WDR3	ENSG00000065183.11	protein_coding	8.5	15	2	NA	NA	NA	NA	NA	NA	8.5	15	2
WDR47	ENSG00000085433.11	protein_coding	8.5	12	1	NA	NA	NA	NA	NA	NA	8.5	12	1
ZNF224	ENSG00000267680.1	protein_coding	8.5	12.5	1	NA	NA	NA	NA	NA	NA	8.5	12.5	1
ZNHIT6	ENSG00000117174.6	protein_coding	8.5	10.5	1	NA	NA	NA	NA	NA	NA	8.5	10.5	1
ABI2	ENSG00000138443.11	protein_coding	8	12.5	2	NA	NA	NA	NA	NA	NA	8	12.5	2
ACO2	ENSG00000100412.11	protein_coding	8	11.5	1	NA	NA	NA	NA	NA	NA	8	11.5	1
ADORA2B	ENSG00000170425.3	protein_coding	8	13	1	NA	NA	NA	NA	NA	NA	8	13	1
ARPC3	ENSG00000111229.11	protein_coding	NA	NA	NA	NA	NA	NA	8	10.5	1	8	10.5	1
ASS1	ENSG00000130707.13	protein_coding	8	12	2	NA	NA	NA	NA	NA	NA	8	12	2
ATAD2	ENSG00000156802.8	protein_coding	NA	NA	NA	NA	NA	NA	8	10	1	8	10	1
ATP6V0D1	ENSG00000159720.7	protein_coding	8	10.5	1	NA	NA	NA	NA	NA	NA	8	10.5	1
C1orf21	ENSG00000116667.8	protein_coding	NA	NA	NA	8	9	1	NA	NA	NA	8	9	1
CAMK1	ENSG00000134072.6	protein_coding	8	16	1	NA	NA	NA	NA	NA	NA	8	16	1
CAMK1D	ENSG00000183049.8	protein_coding	NA	NA	NA	8	11	1	NA	NA	NA	8	11	1
CAPRIN2	ENSG00000110888.13	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
CENPK	ENSG00000123219.8	protein_coding	8	8.5	1	NA	NA	NA	NA	NA	NA	8	8.5	1
CENPQ	ENSG00000031691.6	protein_coding	8	9	1	NA	NA	NA	NA	NA	NA	8	9	1
CLTB	ENSG00000175416.8	protein_coding	NA	NA	NA	8	11	1	NA	NA	NA	8	11	1
CORO7-PAM16	ENSG00000103426.8	protein_coding	NA	NA	NA	8	14	1	NA	NA	NA	8	14	1
CRNKL1	ENSG00000101343.10	protein_coding	8	20.5	1	NA	NA	NA	NA	NA	NA	8	20.5	1
CXorf56	ENSG00000018610.9	protein_coding	NA	NA	NA	8	9.5	1	NA	NA	NA	8	9.5	1
DCP1B	ENSG00000151065.9	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
DIAPH1	ENSG00000131504.11	protein_coding	8	9.5	1	NA	NA	NA	NA	NA	NA	8	9.5	1
DLG2	ENSG00000150672.12	protein_coding	8	22	2	NA	NA	NA	NA	NA	NA	8	22	2
DYNLL2	ENSG00000264364.2	protein_coding	3	9.5	1	5	11.5	1	NA	NA	NA	8	21	2
DYRK1A	ENSG00000157540.15	protein_coding	NA	NA	NA	8	15.5	1	NA	NA	NA	8	15.5	1
EAF1	ENSG00000144597.9	protein_coding	NA	NA	NA	8	12.5	1	NA	NA	NA	8	12.5	1
EIF1AX	ENSG00000173674.6	protein_coding	NA	NA	NA	8	11.5	1	NA	NA	NA	8	11.5	1
FAM60A	ENSG00000139146.9	protein_coding	NA	NA	NA	8	10	1	NA	NA	NA	8	10	1
GLOD4	ENSG00000167699.9	protein_coding	NA	NA	NA	8	8	1	NA	NA	NA	8	8	1
GXYLT2	ENSG00000172986.8	protein_coding	8	15	1	NA	NA	NA	NA	NA	NA	8	15	1
HEYL	ENSG00000163909.6	protein_coding	NA	NA	NA	8	9	1	NA	NA	NA	8	9	1
HPS3	ENSG00000163755.4	protein_coding	8	10.5	1	NA	NA	NA	NA	NA	NA	8	10.5	1
IFNAR2	ENSG00000159110.15	protein_coding	NA	NA	NA	NA	NA	NA	8	10	1	8	10	1
JAM2	ENSG00000154721.10	protein_coding	8	9.5	1	NA	NA	NA	NA	NA	NA	8	9.5	1
JAZF1	ENSG00000153814.7	protein_coding	8	9.5	1	NA	NA	NA	NA	NA	NA	8	9.5	1
JUN	ENSG00000177606.5	protein_coding	8	20	2	NA	NA	NA	NA	NA	NA	8	20	2
KIF3A	ENSG00000131437.11	protein_coding	8	16.5	2	NA	NA	NA	NA	NA	NA	8	16.5	2
LRIG1	ENSG00000144749.9	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
MCRS1	ENSG00000187778.9	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	13	2
MED10	ENSG00000133398.3	protein_coding	NA	NA	NA	8	11	1	NA	NA	NA	8	11	1
MED23	ENSG00000112282.13	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
MMD	ENSG00000108960.3	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
MON2	ENSG00000061987.10	protein_coding	8	12	1	NA	NA	NA	NA	NA	NA	8	12	1
MRPS35	ENSG00000061794.8	protein_coding	NA	NA	NA	8	9.5	1	NA	NA	NA	8	9.5	1
MTMR12	ENSG00000150712.6	protein_coding	8	10	1	NA	NA	NA	NA	NA	NA	8	10	1
NAE1	ENSG00000159593.10	protein_coding	8	12.5	1	NA	NA	NA	NA	NA	NA	8	12.5	1
NLE1	ENSG00000073536.13	protein_coding	NA	NA	NA	8	13	1	NA	NA	NA	8	13	1
PIAS2	ENSG00000078043.11	protein_coding	NA	NA	NA	NA	NA	NA	8	15.5	1	8	15.5	1
PKN3	ENSG00000160447.6	protein_coding	8	9.5	1	NA	NA	NA	NA	NA	NA	8	9.5	1
PLEKHM2	ENSG00000116786.7	protein_coding	8	15.5	1	NA	NA	NA	NA	NA	NA	8	15.5	1
PLXNB1	ENSG00000164050.8	protein_coding	NA	NA	NA	NA	NA	NA	8	10	1	8	10	1
PPM1L	ENSG00000163590.9	protein_coding	8	12.5	1	NA	NA	NA	NA	NA	NA	8	12.5	1
PSMC5	ENSG00000087191.8	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
PXN	ENSG00000089159.11	protein_coding	2.5	5.5	1	5.5	7	1	NA	NA	NA	8	12.5	2
RFX5	ENSG00000143390.13	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
RPRD1B	ENSG00000101413.7	protein_coding	8	12	1	NA	NA	NA	NA	NA	NA	8	12	1
RRP15	ENSG00000067533.5	protein_coding	NA	NA	NA	8	9.5	1	NA	NA	NA	8	9.5	1
RWDD1	ENSG00000111832.8	protein_coding	NA	NA	NA	8	8.5	1	NA	NA	NA	8	8.5	1
SBF2	ENSG00000133812.10	protein_coding	8	11.5	1	NA	NA	NA	NA	NA	NA	8	11.5	1
SCNM1	ENSG00000163156.7	protein_coding	8	12	1	NA	NA	NA	NA	NA	NA	8	12	1
SDC4	ENSG00000124145.5	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
SFSWAP	ENSG00000061936.5	protein_coding	8	9.5	1	NA	NA	NA	NA	NA	NA	8	9.5	1
SGOL1	ENSG00000129810.10	protein_coding	8	10.5	1	NA	NA	NA	NA	NA	NA	8	10.5	1
SHCBP1	ENSG00000171241.4	protein_coding	8	10.5	1	NA	NA	NA	NA	NA	NA	8	10.5	1
SMARCA1	ENSG00000102038.11	protein_coding	8	11	1	NA	NA	NA	NA	NA	NA	8	11	1
SORD	ENSG00000140263.9	protein_coding	8	14	1	NA	NA	NA	NA	NA	NA	8	14	1
SULT1A1	ENSG00000196502.7	protein_coding	8	13.5	1	NA	NA	NA	NA	NA	NA	8	13.5	1
SUZ12	ENSG00000178691.6	protein_coding	8	13	1	NA	NA	NA	NA	NA	NA	8	13	1
TAF9	ENSG00000085231.9	protein_coding	NA	NA	NA	8	9.5	1	NA	NA	NA	8	9.5	1
TCF3	ENSG00000071564.10	protein_coding	NA	NA	NA	NA	NA	NA	8	10.5	1	8	10.5	1
TET2	ENSG00000168769.8	protein_coding	8	8	1	NA	NA	NA	NA	NA	NA	8	8	1
TIAL1	ENSG00000151923.13	protein_coding	NA	NA	NA	NA	NA	NA	8	10.5	1	8	10.5	1
TMCC3	ENSG00000057704.6	protein_coding	8	51	1	NA	NA	NA	NA	NA	NA	8	51	1
UBE3C	ENSG00000009335.13	protein_coding	8	10.5	1	NA	NA	NA	NA	NA	NA	8	10.5	1
UBFD1	ENSG00000103353.11	protein_coding	NA	NA	NA	8	10	1	NA	NA	NA	8	10	1
VEZF1	ENSG00000136451.4	protein_coding	8	11.5	1	NA	NA	NA	NA	NA	NA	8	11.5	1
ZNF583	ENSG00000198440.5	protein_coding	8	8.5	1	NA	NA	NA	NA	NA	NA	8	8.5	1
ABCG1	ENSG00000160179.14	protein_coding	7.5	16	2	NA	NA	NA	NA	NA	NA	7.5	16	2
AKT1	ENSG00000142208.11	protein_coding	7.5	12	1	NA	NA	NA	NA	NA	NA	7.5	12	1
ALAS1	ENSG00000023330.10	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
ALG11	ENSG00000253710.1	protein_coding	7.5	12	1	NA	NA	NA	NA	NA	NA	7.5	12	1
ARHGEF10	ENSG00000104728.11	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
ATP1B2	ENSG00000129244.4	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
AURKAIP1	ENSG00000175756.9	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
BAI2	ENSG00000121753.8	protein_coding	7.5	11	1	NA	NA	NA	NA	NA	NA	7.5	11	1
BBS2	ENSG00000125124.7	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
BYSL	ENSG00000112578.5	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
CAMLG	ENSG00000164615.3	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
CAPN2	ENSG00000162909.13	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
CEP250	ENSG00000126001.11	protein_coding	NA	NA	NA	7.5	10	1	NA	NA	NA	7.5	10	1
CFL1	ENSG00000172757.8	protein_coding	7.5	11.5	1	NA	NA	NA	NA	NA	NA	7.5	11.5	1
CFL2	ENSG00000165410.10	protein_coding	NA	NA	NA	7.5	11	1	NA	NA	NA	7.5	11	1
CNEP1R1	ENSG00000205423.7	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
COX6C	ENSG00000164919.6	protein_coding	NA	NA	NA	7.5	11.5	1	NA	NA	NA	7.5	11.5	1
CREB3	ENSG00000107175.6	protein_coding	7.5	14.5	1	NA	NA	NA	NA	NA	NA	7.5	14.5	1
CREB5	ENSG00000146592.12	protein_coding	NA	NA	NA	NA	NA	NA	7.5	7.5	1	7.5	7.5	1
CUL4A	ENSG00000139842.10	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5	9	1
CUTC	ENSG00000119929.8	protein_coding	7.5	8	1	NA	NA	NA	NA	NA	NA	7.5	8	1
DCK	ENSG00000156136.5	protein_coding	NA	NA	NA	7.5	8.5	1	NA	NA	NA	7.5	8.5	1
DCTPP1	ENSG00000179958.4	protein_coding	NA	NA	NA	NA	NA	NA	7.5	10	1	7.5	10	1
DDX56	ENSG00000136271.6	protein_coding	7.5	18	1	NA	NA	NA	NA	NA	NA	7.5	18	1
DHX8	ENSG00000067596.6	protein_coding	6.5	9.5	1	1	17	1	NA	NA	NA	7.5	26.5	2
EDC3	ENSG00000179151.7	protein_coding	NA	NA	NA	7.5	10	1	NA	NA	NA	7.5	10	1
EIF3F	ENSG00000175390.8	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
EIF4E3	ENSG00000163412.8	protein_coding	NA	NA	NA	7.5	8.5	1	NA	NA	NA	7.5	8.5	1
ELP5	ENSG00000170291.10	protein_coding	NA	NA	NA	7.5	11.5	1	NA	NA	NA	7.5	11.5	1
FAM98A	ENSG00000119812.14	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
FBRSL1	ENSG00000112787.8	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
FBXO17	ENSG00000269190.1	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
FBXW11	ENSG00000072803.13	protein_coding	NA	NA	NA	7.5	12	1	NA	NA	NA	7.5	12	1
FCHO2	ENSG00000157107.9	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
FUBP3	ENSG00000107164.15	protein_coding	7.5	8	1	NA	NA	NA	NA	NA	NA	7.5	8	1
GALC	ENSG00000054983.12	protein_coding	7.5	14	1	NA	NA	NA	NA	NA	NA	7.5	14	1
GATC	ENSG00000257218.1	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
GNPTG	ENSG00000090581.5	protein_coding	7.5	11.5	1	NA	NA	NA	NA	NA	NA	7.5	11.5	1
HEATR1	ENSG00000119285.6	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
HK2	ENSG00000159399.5	protein_coding	NA	NA	NA	7.5	10	1	NA	NA	NA	7.5	10	1
HLA-C	ENSG00000228299.4	protein_coding	7.5	13	1	NA	NA	NA	NA	NA	NA	7.5	13	1
HLA-DRB1	ENSG00000236884.3	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
HMMR	ENSG00000072571.15	protein_coding	NA	NA	NA	7.5	11	1	NA	NA	NA	7.5	11	1
KAT7	ENSG00000136504.7	protein_coding	NA	NA	NA	NA	NA	NA	7.5	23.5	2	7.5	23.5	2
KCTD17	ENSG00000100379.13	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
KIAA0930	ENSG00000100364.14	protein_coding	NA	NA	NA	7.5	8	1	NA	NA	NA	7.5	8	1
KIAA1324L	ENSG00000164659.10	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
LGI2	ENSG00000153012.7	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
LRPPRC	ENSG00000138095.14	protein_coding	1.5	6	1	NA	NA	NA	NA	NA	NA	7.5	13	2
LYRM7	ENSG00000186687.11	protein_coding	NA	NA	NA	7.5	8.5	1	NA	NA	NA	7.5	8.5	1
MAP2K2	ENSG00000126934.9	protein_coding	7.5	16	1	NA	NA	NA	NA	NA	NA	7.5	16	1
MEX3D	ENSG00000181588.15	protein_coding	NA	NA	NA	7.5	9	1	NA	NA	NA	7.5	9	1
MICU2	ENSG00000165487.9	protein_coding	7.5	13	2	NA	NA	NA	NA	NA	NA	7.5	13	2
MRPS18C	ENSG00000163319.6	protein_coding	NA	NA	NA	7.5	7.5	1	NA	NA	NA	7.5	7.5	1
MTR	ENSG00000116984.8	protein_coding	7.5	11	1	NA	NA	NA	NA	NA	NA	7.5	11	1
MTUS2	ENSG00000132938.14	protein_coding	7.5	191.5	1	NA	NA	NA	NA	NA	NA	7.5	191.5	1
MVB12A	ENSG00000141971.8	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
NCAPG	ENSG00000109805.5	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
NUDC	ENSG00000090273.9	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
PEX11B	ENSG00000265832.1	protein_coding	7.5	10	1	NA	NA	NA	NA	NA	NA	7.5	10	1
PHF16	ENSG00000271363.1	protein_coding	7.5	12.5	1	NA	NA	NA	NA	NA	NA	7.5	12.5	1
POLR2G	ENSG00000168002.7	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
PRIM1	ENSG00000198056.9	protein_coding	7.5	12.5	1	NA	NA	NA	NA	NA	NA	7.5	12.5	1
PXK	ENSG00000168297.11	protein_coding	NA	NA	NA	7.5	14.5	1	NA	NA	NA	7.5	14.5	1
RAB14	ENSG00000119396.6	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
RBBP6	ENSG00000122257.14	protein_coding	7.5	13.5	1	NA	NA	NA	NA	NA	NA	7.5	13.5	1
RBM22	ENSG00000086589.7	protein_coding	7.5	9.5	1	NA	NA	NA	NA	NA	NA	7.5	9.5	1
RECQL	ENSG00000004700.11	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
RFC5	ENSG00000111445.9	protein_coding	NA	NA	NA	NA	NA	NA	4	7.5	1	7.5	14	2
SCARA3	ENSG00000168077.9	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
SEC22C	ENSG00000093183.9	protein_coding	7.5	13	1	NA	NA	NA	NA	NA	NA	7.5	13	1
SETD5	ENSG00000168137.11	protein_coding	7.5	12	1	NA	NA	NA	NA	NA	NA	7.5	12	1
SEZ6	ENSG00000063015.15	protein_coding	7.5	27.5	1	NA	NA	NA	NA	NA	NA	7.5	27.5	1
SMNDC1	ENSG00000119953.8	protein_coding	NA	NA	NA	7.5	10.5	1	NA	NA	NA	7.5	10.5	1
SMO	ENSG00000128602.5	protein_coding	7.5	13	1	NA	NA	NA	NA	NA	NA	7.5	13	1
SMPDL3A	ENSG00000172594.8	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
SPA17	ENSG00000064199.2	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5	10	1
SSBP4	ENSG00000130511.11	protein_coding	NA	NA	NA	7.5	9.5	1	NA	NA	NA	7.5	9.5	1
STON1-GTF2A1L	ENSG00000068781.16	protein_coding	7.5	13	1	NA	NA	NA	NA	NA	NA	7.5	13	1
STX8	ENSG00000170310.10	protein_coding	NA	NA	NA	7.5	11	1	NA	NA	NA	7.5	11	1
SYAP1	ENSG00000169895.5	protein_coding	7.5	10.5	1	NA	NA	NA	NA	NA	NA	7.5	10.5	1
TBC1D13	ENSG00000107021.11	protein_coding	7.5	11.5	1	NA	NA	NA	NA	NA	NA	7.5	11.5	1
TENM1	ENSG00000009694.9	protein_coding	7.5	13.5	1	NA	NA	NA	NA	NA	NA	7.5	13.5	1
TIMM22	ENSG00000177370.4	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
TMEM150C	ENSG00000249242.3	protein_coding	7.5	11.5	1	NA	NA	NA	NA	NA	NA	7.5	11.5	1
TMEM8A	ENSG00000129925.6	protein_coding	7.5	12	1	NA	NA	NA	NA	NA	NA	7.5	12	1
TOR2A	ENSG00000160404.13	protein_coding	NA	NA	NA	7.5	12	1	NA	NA	NA	7.5	12	1
TPRN	ENSG00000176058.7	protein_coding	NA	NA	NA	7.5	9.5	1	NA	NA	NA	7.5	9.5	1
TSPO	ENSG00000100300.13	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
UFC1	ENSG00000143222.7	protein_coding	7.5	12.5	1	NA	NA	NA	NA	NA	NA	7.5	12.5	1
UGP2	ENSG00000169764.10	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
UIMC1	ENSG00000087206.12	protein_coding	7.5	8.5	1	NA	NA	NA	NA	NA	NA	7.5	8.5	1
UQCR11	ENSG00000127540.7	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5	8	1
WBP1L	ENSG00000166272.12	protein_coding	7.5	19.5	1	NA	NA	NA	NA	NA	NA	7.5	19.5	1
WDR1	ENSG00000071127.12	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
WIPF1	ENSG00000115935.12	protein_coding	NA	NA	NA	7.5	8	1	NA	NA	NA	7.5	8	1
YTHDF2	ENSG00000198492.10	protein_coding	7.5	9	1	NA	NA	NA	NA	NA	NA	7.5	9	1
AC135178.1	ENSG00000198150.2	protein_coding	NA	NA	NA	NA	NA	NA	7	7.5	1	7	7.5	1
ACOT8	ENSG00000101473.12	protein_coding	7	8	1	NA	NA	NA	NA	NA	NA	7	8	1
AGPAT6	ENSG00000158669.7	protein_coding	7	15	1	NA	NA	NA	NA	NA	NA	7	15	1
ALAD	ENSG00000148218.11	protein_coding	7	12.5	1	NA	NA	NA	NA	NA	NA	7	12.5	1
ANAPC7	ENSG00000196510.8	protein_coding	7	9.5	1	NA	NA	NA	NA	NA	NA	7	9.5	1
AP1G1	ENSG00000166747.8	protein_coding	7	7.5	1	NA	NA	NA	NA	NA	NA	7	7.5	1
BRK1	ENSG00000254999.2	protein_coding	NA	NA	NA	7	7	1	NA	NA	NA	7	7	1
BTRC	ENSG00000166167.13	protein_coding	NA	NA	NA	7	10.5	1	NA	NA	NA	7	10.5	1
C19orf48	ENSG00000167747.9	protein_coding	NA	NA	NA	NA	NA	NA	7	10	1	7	10	1
C4orf32	ENSG00000174749.5	protein_coding	NA	NA	NA	7	8.5	1	NA	NA	NA	7	8.5	1
CALM2	ENSG00000143933.12	protein_coding	7	9	1	NA	NA	NA	NA	NA	NA	7	9	1
CBLL1	ENSG00000105879.7	protein_coding	NA	NA	NA	7	10.5	1	NA	NA	NA	7	10.5	1
CDC14A	ENSG00000079335.13	protein_coding	7	7	1	NA	NA	NA	NA	NA	NA	7	7	1
CIAO1	ENSG00000144021.2	protein_coding	7	11	1	NA	NA	NA	NA	NA	NA	7	11	1
CKMT1A	ENSG00000223572.5	protein_coding	NA	NA	NA	7	12	1	NA	NA	NA	7	12	1
CLCN6	ENSG00000011021.17	protein_coding	3	6.5	1	4	5	1	NA	NA	NA	7	11.5	2
CNOT6	ENSG00000113300.7	protein_coding	3.5	6	1	3.5	6	1	NA	NA	NA	7	12	2
COX7B	ENSG00000269083.1	protein_coding	NA	NA	NA	7	9	1	NA	NA	NA	7	9	1
CREB3L4	ENSG00000143578.11	protein_coding	7	11.5	1	NA	NA	NA	NA	NA	NA	7	11.5	1
DDX3X	ENSG00000215301.5	protein_coding	7	12	2	NA	NA	NA	NA	NA	NA	7	12	2
DIAPH3	ENSG00000139734.13	protein_coding	7	11.5	1	NA	NA	NA	NA	NA	NA	7	11.5	1
DNAJC22	ENSG00000178401.10	protein_coding	7	11	1	NA	NA	NA	NA	NA	NA	7	11	1
E2F2	ENSG00000007968.6	protein_coding	7	12	1	NA	NA	NA	NA	NA	NA	7	12	1
ERN1	ENSG00000178607.11	protein_coding	7	10	1	NA	NA	NA	NA	NA	NA	7	10	1
FLYWCH2	ENSG00000162076.8	protein_coding	NA	NA	NA	7	8.5	1	NA	NA	NA	7	8.5	1
GK5	ENSG00000175066.11	protein_coding	7	8	1	NA	NA	NA	NA	NA	NA	7	8	1
GTF2H2C	ENSG00000183474.11	protein_coding	7	14	1	NA	NA	NA	NA	NA	NA	7	14	1
KIAA1524	ENSG00000163507.9	protein_coding	7	10	1	NA	NA	NA	NA	NA	NA	7	10	1
LAS1L	ENSG00000001497.12	protein_coding	NA	NA	NA	7	10	1	NA	NA	NA	7	10	1
LHX2	ENSG00000106689.6	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	9	1
LMF1	ENSG00000103227.14	protein_coding	7	19	1	NA	NA	NA	NA	NA	NA	7	19	1
LPHN3	ENSG00000150471.11	protein_coding	7	10	1	NA	NA	NA	NA	NA	NA	7	10	1
LRFN1	ENSG00000128011.4	protein_coding	7	19.5	1	NA	NA	NA	NA	NA	NA	7	19.5	1
MCU	ENSG00000156026.10	protein_coding	NA	NA	NA	7	10	1	NA	NA	NA	7	10	1
MSI2	ENSG00000153944.6	protein_coding	7	8.5	1	NA	NA	NA	NA	NA	NA	7	8.5	1
NMD3	ENSG00000169251.8	protein_coding	7	8	1	NA	NA	NA	NA	NA	NA	7	8	1
NUP107	ENSG00000111581.5	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	8	1
ODF2	ENSG00000136811.12	protein_coding	7	14.5	1	NA	NA	NA	NA	NA	NA	7	14.5	1
OLA1	ENSG00000138430.11	protein_coding	NA	NA	NA	NA	NA	NA	7	7	1	7	7	1
PAIP1	ENSG00000172239.9	protein_coding	7	13.5	1	NA	NA	NA	NA	NA	NA	7	13.5	1
PARM1	ENSG00000169116.7	protein_coding	7	15.5	1	NA	NA	NA	NA	NA	NA	7	15.5	1
PDGFC	ENSG00000145431.6	protein_coding	7	11.5	1	NA	NA	NA	NA	NA	NA	7	11.5	1
PHF10	ENSG00000130024.10	protein_coding	7	9	1	NA	NA	NA	NA	NA	NA	7	9	1
POLR2J2	ENSG00000267645.1	protein_coding	7	15.5	1	NA	NA	NA	NA	NA	NA	7	15.5	1
POMGNT1	ENSG00000085998.9	protein_coding	NA	NA	NA	7	9	1	NA	NA	NA	7	9	1
PRRC2A	ENSG00000226618.5	protein_coding	7	8.5	1	NA	NA	NA	NA	NA	NA	7	8.5	1
PRUNE2	ENSG00000106772.13	protein_coding	7	13.5	1	NA	NA	NA	NA	NA	NA	7	13.5	1
